"err.quant" "err.varratio" "err.topo" "err.kaski"
"1" 0.704971843428033 91.17 0.181425485961123 2.84390489763646
"2" 0.639854843258852 91.98 0.0950323974082073 2.67923631798928
"3" 0.646922142621606 91.9 0.563714902807775 5.38775246156438
"4" 1.24696881046852 84.38 0.0691144708423326 3.36618353917524
"5" 1.77103117031185 77.81 0.0453563714902808 3.50892202695815
"6" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"7" 0.636871825193012 92.02 0.289416846652268 3.50907546698508
"8" 0.842105464376209 89.45 0.200863930885529 3.68602245023011
"9" 1.41646967625159 82.26 0.250539956803456 4.66682199782931
"10" 4.20385688068354 47.34 0.125269978401728 5.03702020517236
"11" 1.34057780647747 83.21 0.24622030237581 4.88089827505647
"12" 2.0797902699794 73.95 0.0475161987041037 3.95169962991118
"13" 0.766995987843877 90.39 0.55939524838013 6.19832064715427
"14" 1.36410807756539 82.91 0.153347732181425 3.60106484415167
"15" 0.604226102152157 92.43 0.546436285097192 5.31354614523953
"16" 0.677205291549363 91.52 0.745140388768899 7.52430333897285
"17" 0.647660903545994 91.89 0.0755939524838013 2.45724820468391
"18" 1.68575410292245 78.88 0.0345572354211663 3.54242837993618
"19" 1.62893261555708 79.59 0.39524838012959 6.13970217381559
"20" 0.723855497237248 90.93 0.19438444924406 3.51118573784304
"21" 0.966107069174867 87.9 0.399568034557235 4.78786409006817
"22" 0.635904947271225 92.03 0.00863930885529158 2.47935586746288
"23" 1.57007278702585 80.33 0.0583153347732181 3.63299211134131
"24" 0.637547525436144 92.01 0.0475161987041037 2.74594659558491
"25" 1.62893261555708 79.59 0.308855291576674 5.26295598119322
"26" 1.61322737800631 79.79 0.291576673866091 5.74878699960027
"27" 0.717291517430465 91.01 0.0755939524838013 2.90177969848495
"28" 1.01803509488174 87.25 0.42548596112311 4.68465945276095
"29" 0.592521561726486 92.58 0.429805615550756 4.63858871238105
"30" 0.418152991232742 94.76 0.0626349892008639 2.05422944010278
"31" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"32" 1.61136325550415 79.81 0.209503239740821 4.5296126644061
"33" 0.670496864207841 91.6 0.0799136069114471 2.50646494587272
"34" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"35" 0.77803360582964 90.25 0.576673866090713 5.85677710018444
"36" 1.77103117031185 77.81 0.0453563714902808 3.50892202695815
"37" 0.733420569491118 90.81 0.436285097192225 4.78687945623627
"38" 2.03729087608298 74.48 0.151187904967603 4.7263669812612
"39" 0.966107069174867 87.9 0.399568034557235 4.78786409006817
"40" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"41" 0.533086761358837 93.32 0.0539956803455724 2.39518416276197
"42" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"43" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"44" 0.842105464376209 89.45 0.200863930885529 3.68602245023011
"45" 0.748351746334239 90.63 0.177105831533477 3.04362900179918
"46" 0.842105464376209 89.45 0.200863930885529 3.68602245023011
"47" 1.6755149420166 79.01 0.0345572354211663 3.56278413483842
"48" 0.405365169655194 94.92 0.00863930885529158 2.0128441658666
"49" 1.57007278702585 80.33 0.0583153347732181 3.63299211134131
"50" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"51" 0.518962616455917 93.5 0.31317494600432 3.54881910418016
"52" 0.644483211042977 91.93 0.542116630669546 5.67640780645197
"53" 1.57226554117299 80.3 0.041036717062635 3.6760805289803
"54" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"55" 0.647129521013381 91.89 0.384449244060475 4.14254695478853
"56" 0.605606430532842 92.41 0.352051835853132 4.60752973710858
"57" 2.01223928941383 74.79 0.24622030237581 5.2781304801357
"58" 0.728294345143824 90.88 0.431965442764579 4.91811750484825
"59" 0.74941309609677 90.61 0.116630669546436 2.81546541965927
"60" 1.57007278702585 80.33 0.0583153347732181 3.63299211134131
"61" 2.1061828179203 73.62 0.302375809935205 5.01791328541376
"62" 0.639854843258852 91.98 0.0950323974082073 2.67923631798928
"63" 0.401906267845925 94.97 0.0647948164146868 2.07882433352371
"64" 2.00840242620167 74.84 0.0777537796976242 4.3716630271847
"65" 1.61025502877664 79.83 0.239740820734341 4.99625033604525
"66" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"67" 0.618798259859854 92.25 0.131749460043197 2.69056031135369
"68" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"69" 2.00840242620167 74.84 0.0777537796976242 4.3716630271847
"70" 0.966107069174867 87.9 0.399568034557235 4.78786409006817
"71" 0.753934374686533 90.56 0.663066954643629 7.75986890463601
"72" 0.565189652552289 92.92 0.451403887688985 3.61982803095833
"73" 0.717291517430465 91.01 0.0755939524838013 2.90177969848495
"74" 1.61136325550415 79.81 0.209503239740821 4.5296126644061
"75" 0.579143701387134 92.75 0.55939524838013 4.4006837289113
"76" 0.607803704219848 92.39 0.0712742980561555 2.57033128903289
"77" 0.647660903545994 91.89 0.0755939524838013 2.45724820468391
"78" 0.966107069174867 87.9 0.399568034557235 4.78786409006817
"79" 0.748848865904051 90.62 0.177105831533477 3.03827385583036
"80" 0.704971843428033 91.17 0.181425485961123 2.84390489763646
"81" 0.526768318705622 93.4 0.362850971922246 4.40850767363138
"82" 1.34057780647747 83.21 0.24622030237581 4.88089827505647
"83" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"84" 0.618798259859854 92.25 0.131749460043197 2.69056031135369
"85" 3.6864268908421 53.82 0.47732181425486 7.4512384054247
"86" 0.633224888594292 92.07 0.403887688984881 4.49453868480132
"87" 0.463590338861829 94.19 0.421166306695464 3.98627982426531
"88" 1.61025502877664 79.83 0.285097192224622 5.01406206196744
"89" 0.607803704219848 92.39 0.0712742980561555 2.57033128903289
"90" 0.438723268653603 94.5 0.658747300215983 4.56010368384385
"91" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"92" 1.53160273161124 80.81 0.0431965442764579 3.81401851391342
"93" 0.607803704219848 92.39 0.0712742980561555 2.57033128903289
"94" 1.7291911728223 78.34 0.475161987041037 6.72196784733451
"95" 1.61082951170341 79.82 0.209503239740821 4.66488037215225
"96" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"97" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"98" 0.644497782491775 91.93 0.600431965442765 5.1367690787295
"99" 1.02490103896383 87.16 0.626349892008639 5.19773341612271
"100" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"101" 0.511298608250331 93.59 0.0863930885529158 2.56212447040184
"102" 0.62802529570851 92.13 0.485961123110151 5.02541323139879
"103" 2.10884660896403 73.58 0.123110151187905 4.08182079259395
"104" 0.647660903545994 91.89 0.0755939524838013 2.45724820468391
"105" 1.6755149420166 79.01 0.0345572354211663 3.56278413483842
"106" 0.420833538152921 94.73 0.0496760259179266 2.02087949727862
"107" 0.620899977181356 92.22 0.114470842332613 2.70486573201191
"108" 0.424553718171439 94.68 0.503239740820734 4.88764307795347
"109" 0.613322131548226 92.32 0.613390928725702 5.28492109530219
"110" 0.450885031477767 94.35 0.52267818574514 4.3279472851291
"111" 0.735482040770471 90.79 0.239740820734341 3.44432786893218
"112" 2.03729087608298 74.48 0.151187904967603 4.7263669812612
"113" 0.750981737738522 90.59 0.0453563714902808 2.897514204461
"114" 0.524958601524689 93.42 0.107991360691145 2.65626100541173
"115" 2.08297944038426 73.91 0.336933045356371 5.4507611117293
"116" 0.618798259859854 92.25 0.131749460043197 2.69056031135369
"117" 0.577632498050288 92.76 0.0885529157667387 2.27938832892808
"118" 1.63914199432702 79.47 0.110151187904968 3.81152331270543
"119" 0.717291517430465 91.01 0.0755939524838013 2.90177969848495
"120" 0.7306278158061 90.85 0.501079913606911 5.3426031816692
"121" 0.650821571023942 91.85 0.568034557235421 5.37975772856213
"122" 0.647660903545994 91.89 0.0755939524838013 2.45724820468391
"123" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"124" 0.607803704219848 92.39 0.0712742980561555 2.57033128903289
"125" 0.534147152939189 93.31 0.0323974082073434 2.32477968709467
"126" 0.435104948919902 94.55 0.676025917926566 5.12414916210671
"127" 0.655364934958898 91.79 0.524838012958963 5.68833348613631
"128" 0.595521970515438 92.54 0.468682505399568 5.16912281232658
"129" 1.01803509488174 87.25 0.42548596112311 4.68465945276095
"130" 0.71580095197989 91.03 0.457883369330454 4.7597433988118
