"","Year","Scenario","TraceNumber","CNF_LF","ID"
"61384",2020,"DPNF",1177,9.114179238,61384
"61385",2021,"DPNF",1177,16.6688946,61385
"61386",2022,"DPNF",1177,16.58465598,61386
"61387",2023,"DPNF",1177,17.6013829,61387
"61388",2024,"DPNF",1177,12.85681042,61388
"61389",2025,"DPNF",1177,10.75387816,61389
"61390",2026,"DPNF",1177,16.72554659,61390
"61391",2027,"DPNF",1177,12.9739649,61391
"61392",2028,"DPNF",1177,7.172285491,61392
"61393",2029,"DPNF",1177,15.45371494,61393
"61394",2030,"DPNF",1177,13.05514465,61394
"61395",2031,"DPNF",1177,18.03313119,61395
"61396",2032,"DPNF",1177,16.56227851,61396
"61397",2033,"DPNF",1177,8.14335035,61397
"61398",2034,"DPNF",1177,13.45254917,61398
"61399",2035,"DPNF",1177,11.74716756,61399
"61400",2036,"DPNF",1177,16.56981478,61400
"61401",2037,"DPNF",1177,10.78435624,61401
"61402",2038,"DPNF",1177,13.84341285,61402
"61403",2039,"DPNF",1177,19.15333137,61403
"61404",2040,"DPNF",1177,14.78745228,61404
"61405",2041,"DPNF",1177,12.82603028,61405
"61406",2042,"DPNF",1177,12.30364726,61406
"61407",2043,"DPNF",1177,17.5464134,61407
"61408",2044,"DPNF",1177,15.3108343,61408
"61409",2045,"DPNF",1177,12.5090448,61409
"61410",2046,"DPNF",1177,11.73056013,61410
"61411",2047,"DPNF",1177,20.38280664,61411
"61412",2048,"DPNF",1177,16.63356171,61412
"61413",2049,"DPNF",1177,14.91602508,61413
"61414",2050,"DPNF",1177,9.964581475,61414
"61415",2051,"DPNF",1177,4.027896537,61415
"61416",2052,"DPNF",1177,17.29312994,61416
"61417",2053,"DPNF",1177,20.45993071,61417
"61418",2054,"DPNF",1177,15.91081934,61418
"61419",2055,"DPNF",1177,10.38646017,61419
"61420",2056,"DPNF",1177,18.21670582,61420
"61421",2057,"DPNF",1177,22.8236561,61421
"61422",2058,"DPNF",1177,21.28248347,61422
"61423",2059,"DPNF",1177,21.26396341,61423
"61424",2060,"DPNF",1177,21.87660523,61424
"61425",2017,"DPNF",1178,12.51513174,61425
"61426",2018,"DPNF",1178,11.44805504,61426
"61427",2019,"DPNF",1178,9.114179238,61427
"61428",2020,"DPNF",1178,16.6688946,61428
"61429",2021,"DPNF",1178,16.58465598,61429
"61430",2022,"DPNF",1178,17.6013829,61430
"61431",2023,"DPNF",1178,12.85681042,61431
"61432",2024,"DPNF",1178,10.75387816,61432
"61433",2025,"DPNF",1178,16.72554659,61433
"61434",2026,"DPNF",1178,12.9739649,61434
"61435",2027,"DPNF",1178,7.172285491,61435
"61436",2028,"DPNF",1178,15.45371494,61436
"61437",2029,"DPNF",1178,13.05514465,61437
"61438",2030,"DPNF",1178,18.03313119,61438
"61439",2031,"DPNF",1178,16.56227851,61439
"61440",2032,"DPNF",1178,8.14335035,61440
"61441",2033,"DPNF",1178,13.45254917,61441
"61442",2034,"DPNF",1178,11.74716756,61442
"61443",2035,"DPNF",1178,16.56981478,61443
"61444",2036,"DPNF",1178,10.78435624,61444
"61445",2037,"DPNF",1178,13.84341285,61445
"61446",2038,"DPNF",1178,19.15333137,61446
"61447",2039,"DPNF",1178,14.78745228,61447
"61448",2040,"DPNF",1178,12.82603028,61448
"61449",2041,"DPNF",1178,12.30364726,61449
"61450",2042,"DPNF",1178,17.5464134,61450
"61451",2043,"DPNF",1178,15.3108343,61451
"61452",2044,"DPNF",1178,12.5090448,61452
"61453",2045,"DPNF",1178,11.73056013,61453
"61454",2046,"DPNF",1178,20.38280664,61454
"61455",2047,"DPNF",1178,16.63356171,61455
"61456",2048,"DPNF",1178,14.91602508,61456
"61457",2049,"DPNF",1178,9.964581475,61457
"61458",2050,"DPNF",1178,4.027896537,61458
"61459",2051,"DPNF",1178,17.29312994,61459
"61460",2052,"DPNF",1178,20.45993071,61460
"61461",2053,"DPNF",1178,15.91081934,61461
"61462",2054,"DPNF",1178,10.38646017,61462
"61463",2055,"DPNF",1178,18.21670582,61463
"61464",2056,"DPNF",1178,22.8236561,61464
"61465",2057,"DPNF",1178,21.28248347,61465
"61466",2058,"DPNF",1178,21.26396341,61466
"61467",2059,"DPNF",1178,21.87660523,61467
"61468",2060,"DPNF",1178,16.74634874,61468
"61469",2017,"DPNF",1179,11.44805504,61469
"61470",2018,"DPNF",1179,9.114179238,61470
"61471",2019,"DPNF",1179,16.6688946,61471
"61472",2020,"DPNF",1179,16.58465598,61472
"61473",2021,"DPNF",1179,17.6013829,61473
"61474",2022,"DPNF",1179,12.85681042,61474
"61475",2023,"DPNF",1179,10.75387816,61475
"61476",2024,"DPNF",1179,16.72554659,61476
"61477",2025,"DPNF",1179,12.9739649,61477
"61478",2026,"DPNF",1179,7.172285491,61478
"61479",2027,"DPNF",1179,15.45371494,61479
"61480",2028,"DPNF",1179,13.05514465,61480
"61481",2029,"DPNF",1179,18.03313119,61481
"61482",2030,"DPNF",1179,16.56227851,61482
"61483",2031,"DPNF",1179,8.14335035,61483
"61484",2032,"DPNF",1179,13.45254917,61484
"61485",2033,"DPNF",1179,11.74716756,61485
"61486",2034,"DPNF",1179,16.56981478,61486
"61487",2035,"DPNF",1179,10.78435624,61487
"61488",2036,"DPNF",1179,13.84341285,61488
"61489",2037,"DPNF",1179,19.15333137,61489
"61490",2038,"DPNF",1179,14.78745228,61490
"61491",2039,"DPNF",1179,12.82603028,61491
"61492",2040,"DPNF",1179,12.30364726,61492
"61493",2041,"DPNF",1179,17.5464134,61493
"61494",2042,"DPNF",1179,15.3108343,61494
"61495",2043,"DPNF",1179,12.5090448,61495
"61496",2044,"DPNF",1179,11.73056013,61496
"61497",2045,"DPNF",1179,20.38280664,61497
"61498",2046,"DPNF",1179,16.63356171,61498
"61499",2047,"DPNF",1179,14.91602508,61499
"61500",2048,"DPNF",1179,9.964581475,61500
"61501",2049,"DPNF",1179,4.027896537,61501
"61502",2050,"DPNF",1179,17.29312994,61502
"61503",2051,"DPNF",1179,20.45993071,61503
"61504",2052,"DPNF",1179,15.91081934,61504
"61505",2053,"DPNF",1179,10.38646017,61505
"61506",2054,"DPNF",1179,18.21670582,61506
"61507",2055,"DPNF",1179,22.8236561,61507
"61508",2056,"DPNF",1179,21.28248347,61508
"61509",2057,"DPNF",1179,21.26396341,61509
"61510",2058,"DPNF",1179,21.87660523,61510
"61511",2059,"DPNF",1179,16.74634874,61511
"61512",2060,"DPNF",1179,13.42254568,61512
"61513",2017,"DPNF",1180,9.114179238,61513
"61514",2018,"DPNF",1180,16.6688946,61514
"61515",2019,"DPNF",1180,16.58465598,61515
"61516",2020,"DPNF",1180,17.6013829,61516
"61517",2021,"DPNF",1180,12.85681042,61517
"61518",2022,"DPNF",1180,10.75387816,61518
"61519",2023,"DPNF",1180,16.72554659,61519
"61520",2024,"DPNF",1180,12.9739649,61520
"61521",2025,"DPNF",1180,7.172285491,61521
"61522",2026,"DPNF",1180,15.45371494,61522
"61523",2027,"DPNF",1180,13.05514465,61523
"61524",2028,"DPNF",1180,18.03313119,61524
"61525",2029,"DPNF",1180,16.56227851,61525
"61526",2030,"DPNF",1180,8.14335035,61526
"61527",2031,"DPNF",1180,13.45254917,61527
"61528",2032,"DPNF",1180,11.74716756,61528
"61529",2033,"DPNF",1180,16.56981478,61529
"61530",2034,"DPNF",1180,10.78435624,61530
"61531",2035,"DPNF",1180,13.84341285,61531
"61532",2036,"DPNF",1180,19.15333137,61532
"61533",2037,"DPNF",1180,14.78745228,61533
"61534",2038,"DPNF",1180,12.82603028,61534
"61535",2039,"DPNF",1180,12.30364726,61535
"61536",2040,"DPNF",1180,17.5464134,61536
"61537",2041,"DPNF",1180,15.3108343,61537
"61538",2042,"DPNF",1180,12.5090448,61538
"61539",2043,"DPNF",1180,11.73056013,61539
"61540",2044,"DPNF",1180,20.38280664,61540
"61541",2045,"DPNF",1180,16.63356171,61541
"61542",2046,"DPNF",1180,14.91602508,61542
"61543",2047,"DPNF",1180,9.964581475,61543
"61544",2048,"DPNF",1180,4.027896537,61544
"61545",2049,"DPNF",1180,17.29312994,61545
"61546",2050,"DPNF",1180,20.45993071,61546
"61547",2051,"DPNF",1180,15.91081934,61547
"61548",2052,"DPNF",1180,10.38646017,61548
"61549",2053,"DPNF",1180,18.21670582,61549
"61550",2054,"DPNF",1180,22.8236561,61550
"61551",2055,"DPNF",1180,21.28248347,61551
"61552",2056,"DPNF",1180,21.26396341,61552
"61553",2057,"DPNF",1180,21.87660523,61553
"61554",2058,"DPNF",1180,16.74634874,61554
"61555",2059,"DPNF",1180,13.42254568,61555
"61556",2060,"DPNF",1180,12.15334587,61556
"61557",2017,"DPNF",1181,16.6688946,61557
"61558",2018,"DPNF",1181,16.58465598,61558
"61559",2019,"DPNF",1181,17.6013829,61559
"61560",2020,"DPNF",1181,12.85681042,61560
"61561",2021,"DPNF",1181,10.75387816,61561
"61562",2022,"DPNF",1181,16.72554659,61562
"61563",2023,"DPNF",1181,12.9739649,61563
"61564",2024,"DPNF",1181,7.172285491,61564
"61565",2025,"DPNF",1181,15.45371494,61565
"61566",2026,"DPNF",1181,13.05514465,61566
"61567",2027,"DPNF",1181,18.03313119,61567
"61568",2028,"DPNF",1181,16.56227851,61568
"61569",2029,"DPNF",1181,8.14335035,61569
"61570",2030,"DPNF",1181,13.45254917,61570
"61571",2031,"DPNF",1181,11.74716756,61571
"61572",2032,"DPNF",1181,16.56981478,61572
"61573",2033,"DPNF",1181,10.78435624,61573
"61574",2034,"DPNF",1181,13.84341285,61574
"61575",2035,"DPNF",1181,19.15333137,61575
"61576",2036,"DPNF",1181,14.78745228,61576
"61577",2037,"DPNF",1181,12.82603028,61577
"61578",2038,"DPNF",1181,12.30364726,61578
"61579",2039,"DPNF",1181,17.5464134,61579
"61580",2040,"DPNF",1181,15.3108343,61580
"61581",2041,"DPNF",1181,12.5090448,61581
"61582",2042,"DPNF",1181,11.73056013,61582
"61583",2043,"DPNF",1181,20.38280664,61583
"61584",2044,"DPNF",1181,16.63356171,61584
"61585",2045,"DPNF",1181,14.91602508,61585
"61586",2046,"DPNF",1181,9.964581475,61586
"61587",2047,"DPNF",1181,4.027896537,61587
"61588",2048,"DPNF",1181,17.29312994,61588
"61589",2049,"DPNF",1181,20.45993071,61589
"61590",2050,"DPNF",1181,15.91081934,61590
"61591",2051,"DPNF",1181,10.38646017,61591
"61592",2052,"DPNF",1181,18.21670582,61592
"61593",2053,"DPNF",1181,22.8236561,61593
"61594",2054,"DPNF",1181,21.28248347,61594
"61595",2055,"DPNF",1181,21.26396341,61595
"61596",2056,"DPNF",1181,21.87660523,61596
"61597",2057,"DPNF",1181,16.74634874,61597
"61598",2058,"DPNF",1181,13.42254568,61598
"61599",2059,"DPNF",1181,12.15334587,61599
"61600",2060,"DPNF",1181,8.952705628,61600
"61601",2017,"DPNF",1182,16.58465598,61601
"61602",2018,"DPNF",1182,17.6013829,61602
"61603",2019,"DPNF",1182,12.85681042,61603
"61604",2020,"DPNF",1182,10.75387816,61604
"61605",2021,"DPNF",1182,16.72554659,61605
"61606",2022,"DPNF",1182,12.9739649,61606
"61607",2023,"DPNF",1182,7.172285491,61607
"61608",2024,"DPNF",1182,15.45371494,61608
"61609",2025,"DPNF",1182,13.05514465,61609
"61610",2026,"DPNF",1182,18.03313119,61610
"61611",2027,"DPNF",1182,16.56227851,61611
"61612",2028,"DPNF",1182,8.14335035,61612
"61613",2029,"DPNF",1182,13.45254917,61613
"61614",2030,"DPNF",1182,11.74716756,61614
"61615",2031,"DPNF",1182,16.56981478,61615
"61616",2032,"DPNF",1182,10.78435624,61616
"61617",2033,"DPNF",1182,13.84341285,61617
"61618",2034,"DPNF",1182,19.15333137,61618
"61619",2035,"DPNF",1182,14.78745228,61619
"61620",2036,"DPNF",1182,12.82603028,61620
"61621",2037,"DPNF",1182,12.30364726,61621
"61622",2038,"DPNF",1182,17.5464134,61622
"61623",2039,"DPNF",1182,15.3108343,61623
"61624",2040,"DPNF",1182,12.5090448,61624
"61625",2041,"DPNF",1182,11.73056013,61625
"61626",2042,"DPNF",1182,20.38280664,61626
"61627",2043,"DPNF",1182,16.63356171,61627
"61628",2044,"DPNF",1182,14.91602508,61628
"61629",2045,"DPNF",1182,9.964581475,61629
"61630",2046,"DPNF",1182,4.027896537,61630
"61631",2047,"DPNF",1182,17.29312994,61631
"61632",2048,"DPNF",1182,20.45993071,61632
"61633",2049,"DPNF",1182,15.91081934,61633
"61634",2050,"DPNF",1182,10.38646017,61634
"61635",2051,"DPNF",1182,18.21670582,61635
"61636",2052,"DPNF",1182,22.8236561,61636
"61637",2053,"DPNF",1182,21.28248347,61637
"61638",2054,"DPNF",1182,21.26396341,61638
"61639",2055,"DPNF",1182,21.87660523,61639
"61640",2056,"DPNF",1182,16.74634874,61640
"61641",2057,"DPNF",1182,13.42254568,61641
"61642",2058,"DPNF",1182,12.15334587,61642
"61643",2059,"DPNF",1182,8.952705628,61643
"61644",2060,"DPNF",1182,15.09003823,61644
"61645",2017,"DPNF",1183,17.6013829,61645
"61646",2018,"DPNF",1183,12.85681042,61646
"61647",2019,"DPNF",1183,10.75387816,61647
"61648",2020,"DPNF",1183,16.72554659,61648
"61649",2021,"DPNF",1183,12.9739649,61649
"61650",2022,"DPNF",1183,7.172285491,61650
"61651",2023,"DPNF",1183,15.45371494,61651
"61652",2024,"DPNF",1183,13.05514465,61652
"61653",2025,"DPNF",1183,18.03313119,61653
"61654",2026,"DPNF",1183,16.56227851,61654
"61655",2027,"DPNF",1183,8.14335035,61655
"61656",2028,"DPNF",1183,13.45254917,61656
"61657",2029,"DPNF",1183,11.74716756,61657
"61658",2030,"DPNF",1183,16.56981478,61658
"61659",2031,"DPNF",1183,10.78435624,61659
"61660",2032,"DPNF",1183,13.84341285,61660
"61661",2033,"DPNF",1183,19.15333137,61661
"61662",2034,"DPNF",1183,14.78745228,61662
"61663",2035,"DPNF",1183,12.82603028,61663
"61664",2036,"DPNF",1183,12.30364726,61664
"61665",2037,"DPNF",1183,17.5464134,61665
"61666",2038,"DPNF",1183,15.3108343,61666
"61667",2039,"DPNF",1183,12.5090448,61667
"61668",2040,"DPNF",1183,11.73056013,61668
"61669",2041,"DPNF",1183,20.38280664,61669
"61670",2042,"DPNF",1183,16.63356171,61670
"61671",2043,"DPNF",1183,14.91602508,61671
"61672",2044,"DPNF",1183,9.964581475,61672
"61673",2045,"DPNF",1183,4.027896537,61673
"61674",2046,"DPNF",1183,17.29312994,61674
"61675",2047,"DPNF",1183,20.45993071,61675
"61676",2048,"DPNF",1183,15.91081934,61676
"61677",2049,"DPNF",1183,10.38646017,61677
"61678",2050,"DPNF",1183,18.21670582,61678
"61679",2051,"DPNF",1183,22.8236561,61679
"61680",2052,"DPNF",1183,21.28248347,61680
"61681",2053,"DPNF",1183,21.26396341,61681
"61682",2054,"DPNF",1183,21.87660523,61682
"61683",2055,"DPNF",1183,16.74634874,61683
"61684",2056,"DPNF",1183,13.42254568,61684
"61685",2057,"DPNF",1183,12.15334587,61685
"61686",2058,"DPNF",1183,8.952705628,61686
"61687",2059,"DPNF",1183,15.09003823,61687
"61688",2060,"DPNF",1183,17.18122668,61688
"61689",2017,"DPNF",1184,12.85681042,61689
"61690",2018,"DPNF",1184,10.75387816,61690
"61691",2019,"DPNF",1184,16.72554659,61691
"61692",2020,"DPNF",1184,12.9739649,61692
"61693",2021,"DPNF",1184,7.172285491,61693
"61694",2022,"DPNF",1184,15.45371494,61694
"61695",2023,"DPNF",1184,13.05514465,61695
"61696",2024,"DPNF",1184,18.03313119,61696
"61697",2025,"DPNF",1184,16.56227851,61697
"61698",2026,"DPNF",1184,8.14335035,61698
"61699",2027,"DPNF",1184,13.45254917,61699
"61700",2028,"DPNF",1184,11.74716756,61700
"61701",2029,"DPNF",1184,16.56981478,61701
"61702",2030,"DPNF",1184,10.78435624,61702
"61703",2031,"DPNF",1184,13.84341285,61703
"61704",2032,"DPNF",1184,19.15333137,61704
"61705",2033,"DPNF",1184,14.78745228,61705
"61706",2034,"DPNF",1184,12.82603028,61706
"61707",2035,"DPNF",1184,12.30364726,61707
"61708",2036,"DPNF",1184,17.5464134,61708
"61709",2037,"DPNF",1184,15.3108343,61709
"61710",2038,"DPNF",1184,12.5090448,61710
"61711",2039,"DPNF",1184,11.73056013,61711
"61712",2040,"DPNF",1184,20.38280664,61712
"61713",2041,"DPNF",1184,16.63356171,61713
"61714",2042,"DPNF",1184,14.91602508,61714
"61715",2043,"DPNF",1184,9.964581475,61715
"61716",2044,"DPNF",1184,4.027896537,61716
"61717",2045,"DPNF",1184,17.29312994,61717
"61718",2046,"DPNF",1184,20.45993071,61718
"61719",2047,"DPNF",1184,15.91081934,61719
"61720",2048,"DPNF",1184,10.38646017,61720
"61721",2049,"DPNF",1184,18.21670582,61721
"61722",2050,"DPNF",1184,22.8236561,61722
"61723",2051,"DPNF",1184,21.28248347,61723
"61724",2052,"DPNF",1184,21.26396341,61724
"61725",2053,"DPNF",1184,21.87660523,61725
"61726",2054,"DPNF",1184,16.74634874,61726
"61727",2055,"DPNF",1184,13.42254568,61727
"61728",2056,"DPNF",1184,12.15334587,61728
"61729",2057,"DPNF",1184,8.952705628,61729
"61730",2058,"DPNF",1184,15.09003823,61730
"61731",2059,"DPNF",1184,17.18122668,61731
"61732",2060,"DPNF",1184,17.67553834,61732
"61733",2017,"DPNF",1185,10.75387816,61733
"61734",2018,"DPNF",1185,16.72554659,61734
"61735",2019,"DPNF",1185,12.9739649,61735
"61736",2020,"DPNF",1185,7.172285491,61736
"61737",2021,"DPNF",1185,15.45371494,61737
"61738",2022,"DPNF",1185,13.05514465,61738
"61739",2023,"DPNF",1185,18.03313119,61739
"61740",2024,"DPNF",1185,16.56227851,61740
"61741",2025,"DPNF",1185,8.14335035,61741
"61742",2026,"DPNF",1185,13.45254917,61742
"61743",2027,"DPNF",1185,11.74716756,61743
"61744",2028,"DPNF",1185,16.56981478,61744
"61745",2029,"DPNF",1185,10.78435624,61745
"61746",2030,"DPNF",1185,13.84341285,61746
"61747",2031,"DPNF",1185,19.15333137,61747
"61748",2032,"DPNF",1185,14.78745228,61748
"61749",2033,"DPNF",1185,12.82603028,61749
"61750",2034,"DPNF",1185,12.30364726,61750
"61751",2035,"DPNF",1185,17.5464134,61751
"61752",2036,"DPNF",1185,15.3108343,61752
"61753",2037,"DPNF",1185,12.5090448,61753
"61754",2038,"DPNF",1185,11.73056013,61754
"61755",2039,"DPNF",1185,20.38280664,61755
"61756",2040,"DPNF",1185,16.63356171,61756
"61757",2041,"DPNF",1185,14.91602508,61757
"61758",2042,"DPNF",1185,9.964581475,61758
"61759",2043,"DPNF",1185,4.027896537,61759
"61760",2044,"DPNF",1185,17.29312994,61760
"61761",2045,"DPNF",1185,20.45993071,61761
"61762",2046,"DPNF",1185,15.91081934,61762
"61763",2047,"DPNF",1185,10.38646017,61763
"61764",2048,"DPNF",1185,18.21670582,61764
"61765",2049,"DPNF",1185,22.8236561,61765
"61766",2050,"DPNF",1185,21.28248347,61766
"61767",2051,"DPNF",1185,21.26396341,61767
"61768",2052,"DPNF",1185,21.87660523,61768
"61769",2053,"DPNF",1185,16.74634874,61769
"61770",2054,"DPNF",1185,13.42254568,61770
"61771",2055,"DPNF",1185,12.15334587,61771
"61772",2056,"DPNF",1185,8.952705628,61772
"61773",2057,"DPNF",1185,15.09003823,61773
"61774",2058,"DPNF",1185,17.18122668,61774
"61775",2059,"DPNF",1185,17.67553834,61775
"61776",2060,"DPNF",1185,11.77428941,61776
"61777",2017,"DPNF",1186,16.72554659,61777
"61778",2018,"DPNF",1186,12.9739649,61778
"61779",2019,"DPNF",1186,7.172285491,61779
"61780",2020,"DPNF",1186,15.45371494,61780
"61781",2021,"DPNF",1186,13.05514465,61781
"61782",2022,"DPNF",1186,18.03313119,61782
"61783",2023,"DPNF",1186,16.56227851,61783
"61784",2024,"DPNF",1186,8.14335035,61784
"61785",2025,"DPNF",1186,13.45254917,61785
"61786",2026,"DPNF",1186,11.74716756,61786
"61787",2027,"DPNF",1186,16.56981478,61787
"61788",2028,"DPNF",1186,10.78435624,61788
"61789",2029,"DPNF",1186,13.84341285,61789
"61790",2030,"DPNF",1186,19.15333137,61790
"61791",2031,"DPNF",1186,14.78745228,61791
"61792",2032,"DPNF",1186,12.82603028,61792
"61793",2033,"DPNF",1186,12.30364726,61793
"61794",2034,"DPNF",1186,17.5464134,61794
"61795",2035,"DPNF",1186,15.3108343,61795
"61796",2036,"DPNF",1186,12.5090448,61796
"61797",2037,"DPNF",1186,11.73056013,61797
"61798",2038,"DPNF",1186,20.38280664,61798
"61799",2039,"DPNF",1186,16.63356171,61799
"61800",2040,"DPNF",1186,14.91602508,61800
"61801",2041,"DPNF",1186,9.964581475,61801
"61802",2042,"DPNF",1186,4.027896537,61802
"61803",2043,"DPNF",1186,17.29312994,61803
"61804",2044,"DPNF",1186,20.45993071,61804
"61805",2045,"DPNF",1186,15.91081934,61805
"61806",2046,"DPNF",1186,10.38646017,61806
"61807",2047,"DPNF",1186,18.21670582,61807
"61808",2048,"DPNF",1186,22.8236561,61808
"61809",2049,"DPNF",1186,21.28248347,61809
"61810",2050,"DPNF",1186,21.26396341,61810
"61811",2051,"DPNF",1186,21.87660523,61811
"61812",2052,"DPNF",1186,16.74634874,61812
"61813",2053,"DPNF",1186,13.42254568,61813
"61814",2054,"DPNF",1186,12.15334587,61814
"61815",2055,"DPNF",1186,8.952705628,61815
"61816",2056,"DPNF",1186,15.09003823,61816
"61817",2057,"DPNF",1186,17.18122668,61817
"61818",2058,"DPNF",1186,17.67553834,61818
"61819",2059,"DPNF",1186,11.77428941,61819
"61820",2060,"DPNF",1186,17.1885714,61820
"61821",2017,"DPNF",1187,12.9739649,61821
"61822",2018,"DPNF",1187,7.172285491,61822
"61823",2019,"DPNF",1187,15.45371494,61823
"61824",2020,"DPNF",1187,13.05514465,61824
"61825",2021,"DPNF",1187,18.03313119,61825
"61826",2022,"DPNF",1187,16.56227851,61826
"61827",2023,"DPNF",1187,8.14335035,61827
"61828",2024,"DPNF",1187,13.45254917,61828
"61829",2025,"DPNF",1187,11.74716756,61829
"61830",2026,"DPNF",1187,16.56981478,61830
"61831",2027,"DPNF",1187,10.78435624,61831
"61832",2028,"DPNF",1187,13.84341285,61832
"61833",2029,"DPNF",1187,19.15333137,61833
"61834",2030,"DPNF",1187,14.78745228,61834
"61835",2031,"DPNF",1187,12.82603028,61835
"61836",2032,"DPNF",1187,12.30364726,61836
"61837",2033,"DPNF",1187,17.5464134,61837
"61838",2034,"DPNF",1187,15.3108343,61838
"61839",2035,"DPNF",1187,12.5090448,61839
"61840",2036,"DPNF",1187,11.73056013,61840
"61841",2037,"DPNF",1187,20.38280664,61841
"61842",2038,"DPNF",1187,16.63356171,61842
"61843",2039,"DPNF",1187,14.91602508,61843
"61844",2040,"DPNF",1187,9.964581475,61844
"61845",2041,"DPNF",1187,4.027896537,61845
"61846",2042,"DPNF",1187,17.29312994,61846
"61847",2043,"DPNF",1187,20.45993071,61847
"61848",2044,"DPNF",1187,15.91081934,61848
"61849",2045,"DPNF",1187,10.38646017,61849
"61850",2046,"DPNF",1187,18.21670582,61850
"61851",2047,"DPNF",1187,22.8236561,61851
"61852",2048,"DPNF",1187,21.28248347,61852
"61853",2049,"DPNF",1187,21.26396341,61853
"61854",2050,"DPNF",1187,21.87660523,61854
"61855",2051,"DPNF",1187,16.74634874,61855
"61856",2052,"DPNF",1187,13.42254568,61856
"61857",2053,"DPNF",1187,12.15334587,61857
"61858",2054,"DPNF",1187,8.952705628,61858
"61859",2055,"DPNF",1187,15.09003823,61859
"61860",2056,"DPNF",1187,17.18122668,61860
"61861",2057,"DPNF",1187,17.67553834,61861
"61862",2058,"DPNF",1187,11.77428941,61862
"61863",2059,"DPNF",1187,17.1885714,61863
"61864",2060,"DPNF",1187,14.9316095,61864
"61865",2017,"DPNF",1188,7.172285491,61865
"61866",2018,"DPNF",1188,15.45371494,61866
"61867",2019,"DPNF",1188,13.05514465,61867
"61868",2020,"DPNF",1188,18.03313119,61868
"61869",2021,"DPNF",1188,16.56227851,61869
"61870",2022,"DPNF",1188,8.14335035,61870
"61871",2023,"DPNF",1188,13.45254917,61871
"61872",2024,"DPNF",1188,11.74716756,61872
"61873",2025,"DPNF",1188,16.56981478,61873
"61874",2026,"DPNF",1188,10.78435624,61874
"61875",2027,"DPNF",1188,13.84341285,61875
"61876",2028,"DPNF",1188,19.15333137,61876
"61877",2029,"DPNF",1188,14.78745228,61877
"61878",2030,"DPNF",1188,12.82603028,61878
"61879",2031,"DPNF",1188,12.30364726,61879
"61880",2032,"DPNF",1188,17.5464134,61880
"61881",2033,"DPNF",1188,15.3108343,61881
"61882",2034,"DPNF",1188,12.5090448,61882
"61883",2035,"DPNF",1188,11.73056013,61883
"61884",2036,"DPNF",1188,20.38280664,61884
"61885",2037,"DPNF",1188,16.63356171,61885
"61886",2038,"DPNF",1188,14.91602508,61886
"61887",2039,"DPNF",1188,9.964581475,61887
"61888",2040,"DPNF",1188,4.027896537,61888
"61889",2041,"DPNF",1188,17.29312994,61889
"61890",2042,"DPNF",1188,20.45993071,61890
"61891",2043,"DPNF",1188,15.91081934,61891
"61892",2044,"DPNF",1188,10.38646017,61892
"61893",2045,"DPNF",1188,18.21670582,61893
"61894",2046,"DPNF",1188,22.8236561,61894
"61895",2047,"DPNF",1188,21.28248347,61895
"61896",2048,"DPNF",1188,21.26396341,61896
"61897",2049,"DPNF",1188,21.87660523,61897
"61898",2050,"DPNF",1188,16.74634874,61898
"61899",2051,"DPNF",1188,13.42254568,61899
"61900",2052,"DPNF",1188,12.15334587,61900
"61901",2053,"DPNF",1188,8.952705628,61901
"61902",2054,"DPNF",1188,15.09003823,61902
"61903",2055,"DPNF",1188,17.18122668,61903
"61904",2056,"DPNF",1188,17.67553834,61904
"61905",2057,"DPNF",1188,11.77428941,61905
"61906",2058,"DPNF",1188,17.1885714,61906
"61907",2059,"DPNF",1188,14.9316095,61907
"61908",2060,"DPNF",1188,15.95888368,61908
"61909",2017,"DPNF",1189,15.45371494,61909
"61910",2018,"DPNF",1189,13.05514465,61910
"61911",2019,"DPNF",1189,18.03313119,61911
"61912",2020,"DPNF",1189,16.56227851,61912
"61913",2021,"DPNF",1189,8.14335035,61913
"61914",2022,"DPNF",1189,13.45254917,61914
"61915",2023,"DPNF",1189,11.74716756,61915
"61916",2024,"DPNF",1189,16.56981478,61916
"61917",2025,"DPNF",1189,10.78435624,61917
"61918",2026,"DPNF",1189,13.84341285,61918
"61919",2027,"DPNF",1189,19.15333137,61919
"61920",2028,"DPNF",1189,14.78745228,61920
"61921",2029,"DPNF",1189,12.82603028,61921
"61922",2030,"DPNF",1189,12.30364726,61922
"61923",2031,"DPNF",1189,17.5464134,61923
"61924",2032,"DPNF",1189,15.3108343,61924
"61925",2033,"DPNF",1189,12.5090448,61925
"61926",2034,"DPNF",1189,11.73056013,61926
"61927",2035,"DPNF",1189,20.38280664,61927
"61928",2036,"DPNF",1189,16.63356171,61928
"61929",2037,"DPNF",1189,14.91602508,61929
"61930",2038,"DPNF",1189,9.964581475,61930
"61931",2039,"DPNF",1189,4.027896537,61931
"61932",2040,"DPNF",1189,17.29312994,61932
"61933",2041,"DPNF",1189,20.45993071,61933
"61934",2042,"DPNF",1189,15.91081934,61934
"61935",2043,"DPNF",1189,10.38646017,61935
"61936",2044,"DPNF",1189,18.21670582,61936
"61937",2045,"DPNF",1189,22.8236561,61937
"61938",2046,"DPNF",1189,21.28248347,61938
"61939",2047,"DPNF",1189,21.26396341,61939
"61940",2048,"DPNF",1189,21.87660523,61940
"61941",2049,"DPNF",1189,16.74634874,61941
