"","Year","Scenario","TraceNumber","CNF_LF","ID"
"15305",2053,"DPNF",129,17.9360645,15305
"15306",2054,"DPNF",129,17.96182331,15306
"15307",2055,"DPNF",129,11.4936941,15307
"15308",2056,"DPNF",129,11.21575165,15308
"15309",2057,"DPNF",129,17.02034622,15309
"15310",2058,"DPNF",129,14.45490565,15310
"15311",2059,"DPNF",129,13.34895987,15311
"15312",2060,"DPNF",129,16.56454953,15312
"15313",2017,"DPNF",130,19.51488506,15313
"15314",2018,"DPNF",130,13.93744052,15314
"15315",2019,"DPNF",130,14.55921132,15315
"15316",2020,"DPNF",130,18.75815841,15316
"15317",2021,"DPNF",130,14.84006186,15317
"15318",2022,"DPNF",130,13.61932841,15318
"15319",2023,"DPNF",130,10.97952428,15319
"15320",2024,"DPNF",130,11.12651639,15320
"15321",2025,"DPNF",130,13.13416489,15321
"15322",2026,"DPNF",130,15.76408063,15322
"15323",2027,"DPNF",130,9.345869901,15323
"15324",2028,"DPNF",130,12.81980311,15324
"15325",2029,"DPNF",130,16.46563878,15325
"15326",2030,"DPNF",130,13.35210381,15326
"15327",2031,"DPNF",130,12.22470865,15327
"15328",2032,"DPNF",130,17.86215952,15328
"15329",2033,"DPNF",130,17.62969076,15329
"15330",2034,"DPNF",130,14.82240074,15330
"15331",2035,"DPNF",130,15.55912021,15331
"15332",2036,"DPNF",130,12.79993334,15332
"15333",2037,"DPNF",130,13.85888613,15333
"15334",2038,"DPNF",130,14.62677897,15334
"15335",2039,"DPNF",130,16.01302273,15335
"15336",2040,"DPNF",130,14.72919902,15336
"15337",2041,"DPNF",130,9.454526515,15337
"15338",2042,"DPNF",130,19.09321153,15338
"15339",2043,"DPNF",130,16.60819838,15339
"15340",2044,"DPNF",130,14.88272163,15340
"15341",2045,"DPNF",130,8.399586804,15341
"15342",2046,"DPNF",130,13.48480925,15342
"15343",2047,"DPNF",130,20.9805302,15343
"15344",2048,"DPNF",130,18.16942319,15344
"15345",2049,"DPNF",130,15.87618837,15345
"15346",2050,"DPNF",130,19.2616454,15346
"15347",2051,"DPNF",130,11.99596376,15347
"15348",2052,"DPNF",130,17.9360645,15348
"15349",2053,"DPNF",130,17.96182331,15349
"15350",2054,"DPNF",130,11.4936941,15350
"15351",2055,"DPNF",130,11.21575165,15351
"15352",2056,"DPNF",130,17.02034622,15352
"15353",2057,"DPNF",130,14.45490565,15353
"15354",2058,"DPNF",130,13.34895987,15354
"15355",2059,"DPNF",130,16.56454953,15355
"15356",2060,"DPNF",130,10.32558869,15356
"15357",2017,"DPNF",131,13.93744052,15357
"15358",2018,"DPNF",131,14.55921132,15358
"15359",2019,"DPNF",131,18.75815841,15359
"15360",2020,"DPNF",131,14.84006186,15360
"15361",2021,"DPNF",131,13.61932841,15361
"15362",2022,"DPNF",131,10.97952428,15362
"15363",2023,"DPNF",131,11.12651639,15363
"15364",2024,"DPNF",131,13.13416489,15364
"15365",2025,"DPNF",131,15.76408063,15365
"15366",2026,"DPNF",131,9.345869901,15366
"15367",2027,"DPNF",131,12.81980311,15367
"15368",2028,"DPNF",131,16.46563878,15368
"15369",2029,"DPNF",131,13.35210381,15369
"15370",2030,"DPNF",131,12.22470865,15370
"15371",2031,"DPNF",131,17.86215952,15371
"15372",2032,"DPNF",131,17.62969076,15372
"15373",2033,"DPNF",131,14.82240074,15373
"15374",2034,"DPNF",131,15.55912021,15374
"15375",2035,"DPNF",131,12.79993334,15375
"15376",2036,"DPNF",131,13.85888613,15376
"15377",2037,"DPNF",131,14.62677897,15377
"15378",2038,"DPNF",131,16.01302273,15378
"15379",2039,"DPNF",131,14.72919902,15379
"15380",2040,"DPNF",131,9.454526515,15380
"15381",2041,"DPNF",131,19.09321153,15381
"15382",2042,"DPNF",131,16.60819838,15382
"15383",2043,"DPNF",131,14.88272163,15383
"15384",2044,"DPNF",131,8.399586804,15384
"15385",2045,"DPNF",131,13.48480925,15385
"15386",2046,"DPNF",131,20.9805302,15386
"15387",2047,"DPNF",131,18.16942319,15387
"15388",2048,"DPNF",131,15.87618837,15388
"15389",2049,"DPNF",131,19.2616454,15389
"15390",2050,"DPNF",131,11.99596376,15390
"15391",2051,"DPNF",131,17.9360645,15391
"15392",2052,"DPNF",131,17.96182331,15392
"15393",2053,"DPNF",131,11.4936941,15393
"15394",2054,"DPNF",131,11.21575165,15394
"15395",2055,"DPNF",131,17.02034622,15395
"15396",2056,"DPNF",131,14.45490565,15396
"15397",2057,"DPNF",131,13.34895987,15397
"15398",2058,"DPNF",131,16.56454953,15398
"15399",2059,"DPNF",131,10.32558869,15399
"15400",2060,"DPNF",131,16.29484363,15400
"15401",2017,"DPNF",132,14.55921132,15401
"15402",2018,"DPNF",132,18.75815841,15402
"15403",2019,"DPNF",132,14.84006186,15403
"15404",2020,"DPNF",132,13.61932841,15404
"15405",2021,"DPNF",132,10.97952428,15405
"15406",2022,"DPNF",132,11.12651639,15406
"15407",2023,"DPNF",132,13.13416489,15407
"15408",2024,"DPNF",132,15.76408063,15408
"15409",2025,"DPNF",132,9.345869901,15409
"15410",2026,"DPNF",132,12.81980311,15410
"15411",2027,"DPNF",132,16.46563878,15411
"15412",2028,"DPNF",132,13.35210381,15412
"15413",2029,"DPNF",132,12.22470865,15413
"15414",2030,"DPNF",132,17.86215952,15414
"15415",2031,"DPNF",132,17.62969076,15415
"15416",2032,"DPNF",132,14.82240074,15416
"15417",2033,"DPNF",132,15.55912021,15417
"15418",2034,"DPNF",132,12.79993334,15418
"15419",2035,"DPNF",132,13.85888613,15419
"15420",2036,"DPNF",132,14.62677897,15420
"15421",2037,"DPNF",132,16.01302273,15421
"15422",2038,"DPNF",132,14.72919902,15422
"15423",2039,"DPNF",132,9.454526515,15423
"15424",2040,"DPNF",132,19.09321153,15424
"15425",2041,"DPNF",132,16.60819838,15425
"15426",2042,"DPNF",132,14.88272163,15426
"15427",2043,"DPNF",132,8.399586804,15427
"15428",2044,"DPNF",132,13.48480925,15428
"15429",2045,"DPNF",132,20.9805302,15429
"15430",2046,"DPNF",132,18.16942319,15430
"15431",2047,"DPNF",132,15.87618837,15431
"15432",2048,"DPNF",132,19.2616454,15432
"15433",2049,"DPNF",132,11.99596376,15433
"15434",2050,"DPNF",132,17.9360645,15434
"15435",2051,"DPNF",132,17.96182331,15435
"15436",2052,"DPNF",132,11.4936941,15436
"15437",2053,"DPNF",132,11.21575165,15437
"15438",2054,"DPNF",132,17.02034622,15438
"15439",2055,"DPNF",132,14.45490565,15439
"15440",2056,"DPNF",132,13.34895987,15440
"15441",2057,"DPNF",132,16.56454953,15441
"15442",2058,"DPNF",132,10.32558869,15442
"15443",2059,"DPNF",132,16.29484363,15443
"15444",2060,"DPNF",132,13.11033524,15444
"15445",2017,"DPNF",133,18.75815841,15445
"15446",2018,"DPNF",133,14.84006186,15446
"15447",2019,"DPNF",133,13.61932841,15447
"15448",2020,"DPNF",133,10.97952428,15448
"15449",2021,"DPNF",133,11.12651639,15449
"15450",2022,"DPNF",133,13.13416489,15450
"15451",2023,"DPNF",133,15.76408063,15451
"15452",2024,"DPNF",133,9.345869901,15452
"15453",2025,"DPNF",133,12.81980311,15453
"15454",2026,"DPNF",133,16.46563878,15454
"15455",2027,"DPNF",133,13.35210381,15455
"15456",2028,"DPNF",133,12.22470865,15456
"15457",2029,"DPNF",133,17.86215952,15457
"15458",2030,"DPNF",133,17.62969076,15458
"15459",2031,"DPNF",133,14.82240074,15459
"15460",2032,"DPNF",133,15.55912021,15460
"15461",2033,"DPNF",133,12.79993334,15461
"15462",2034,"DPNF",133,13.85888613,15462
"15463",2035,"DPNF",133,14.62677897,15463
"15464",2036,"DPNF",133,16.01302273,15464
"15465",2037,"DPNF",133,14.72919902,15465
"15466",2038,"DPNF",133,9.454526515,15466
"15467",2039,"DPNF",133,19.09321153,15467
"15468",2040,"DPNF",133,16.60819838,15468
"15469",2041,"DPNF",133,14.88272163,15469
"15470",2042,"DPNF",133,8.399586804,15470
"15471",2043,"DPNF",133,13.48480925,15471
"15472",2044,"DPNF",133,20.9805302,15472
"15473",2045,"DPNF",133,18.16942319,15473
"15474",2046,"DPNF",133,15.87618837,15474
"15475",2047,"DPNF",133,19.2616454,15475
"15476",2048,"DPNF",133,11.99596376,15476
"15477",2049,"DPNF",133,17.9360645,15477
"15478",2050,"DPNF",133,17.96182331,15478
"15479",2051,"DPNF",133,11.4936941,15479
"15480",2052,"DPNF",133,11.21575165,15480
"15481",2053,"DPNF",133,17.02034622,15481
"15482",2054,"DPNF",133,14.45490565,15482
"15483",2055,"DPNF",133,13.34895987,15483
"15484",2056,"DPNF",133,16.56454953,15484
"15485",2057,"DPNF",133,10.32558869,15485
"15486",2058,"DPNF",133,16.29484363,15486
"15487",2059,"DPNF",133,13.11033524,15487
"15488",2060,"DPNF",133,15.88975727,15488
"15489",2017,"DPNF",134,14.84006186,15489
"15490",2018,"DPNF",134,13.61932841,15490
"15491",2019,"DPNF",134,10.97952428,15491
"15492",2020,"DPNF",134,11.12651639,15492
"15493",2021,"DPNF",134,13.13416489,15493
"15494",2022,"DPNF",134,15.76408063,15494
"15495",2023,"DPNF",134,9.345869901,15495
"15496",2024,"DPNF",134,12.81980311,15496
"15497",2025,"DPNF",134,16.46563878,15497
"15498",2026,"DPNF",134,13.35210381,15498
"15499",2027,"DPNF",134,12.22470865,15499
"15500",2028,"DPNF",134,17.86215952,15500
"15501",2029,"DPNF",134,17.62969076,15501
"15502",2030,"DPNF",134,14.82240074,15502
"15503",2031,"DPNF",134,15.55912021,15503
"15504",2032,"DPNF",134,12.79993334,15504
"15505",2033,"DPNF",134,13.85888613,15505
"15506",2034,"DPNF",134,14.62677897,15506
"15507",2035,"DPNF",134,16.01302273,15507
"15508",2036,"DPNF",134,14.72919902,15508
"15509",2037,"DPNF",134,9.454526515,15509
"15510",2038,"DPNF",134,19.09321153,15510
"15511",2039,"DPNF",134,16.60819838,15511
"15512",2040,"DPNF",134,14.88272163,15512
"15513",2041,"DPNF",134,8.399586804,15513
"15514",2042,"DPNF",134,13.48480925,15514
"15515",2043,"DPNF",134,20.9805302,15515
"15516",2044,"DPNF",134,18.16942319,15516
"15517",2045,"DPNF",134,15.87618837,15517
"15518",2046,"DPNF",134,19.2616454,15518
"15519",2047,"DPNF",134,11.99596376,15519
"15520",2048,"DPNF",134,17.9360645,15520
"15521",2049,"DPNF",134,17.96182331,15521
"15522",2050,"DPNF",134,11.4936941,15522
"15523",2051,"DPNF",134,11.21575165,15523
"15524",2052,"DPNF",134,17.02034622,15524
"15525",2053,"DPNF",134,14.45490565,15525
"15526",2054,"DPNF",134,13.34895987,15526
"15527",2055,"DPNF",134,16.56454953,15527
"15528",2056,"DPNF",134,10.32558869,15528
"15529",2057,"DPNF",134,16.29484363,15529
"15530",2058,"DPNF",134,13.11033524,15530
"15531",2059,"DPNF",134,15.88975727,15531
"15532",2060,"DPNF",134,15.14475971,15532
"15533",2017,"DPNF",135,13.61932841,15533
"15534",2018,"DPNF",135,10.97952428,15534
"15535",2019,"DPNF",135,11.12651639,15535
"15536",2020,"DPNF",135,13.13416489,15536
"15537",2021,"DPNF",135,15.76408063,15537
"15538",2022,"DPNF",135,9.345869901,15538
"15539",2023,"DPNF",135,12.81980311,15539
"15540",2024,"DPNF",135,16.46563878,15540
"15541",2025,"DPNF",135,13.35210381,15541
"15542",2026,"DPNF",135,12.22470865,15542
"15543",2027,"DPNF",135,17.86215952,15543
"15544",2028,"DPNF",135,17.62969076,15544
"15545",2029,"DPNF",135,14.82240074,15545
"15546",2030,"DPNF",135,15.55912021,15546
"15547",2031,"DPNF",135,12.79993334,15547
"15548",2032,"DPNF",135,13.85888613,15548
"15549",2033,"DPNF",135,14.62677897,15549
"15550",2034,"DPNF",135,16.01302273,15550
"15551",2035,"DPNF",135,14.72919902,15551
"15552",2036,"DPNF",135,9.454526515,15552
"15553",2037,"DPNF",135,19.09321153,15553
"15554",2038,"DPNF",135,16.60819838,15554
"15555",2039,"DPNF",135,14.88272163,15555
"15556",2040,"DPNF",135,8.399586804,15556
"15557",2041,"DPNF",135,13.48480925,15557
"15558",2042,"DPNF",135,20.9805302,15558
"15559",2043,"DPNF",135,18.16942319,15559
"15560",2044,"DPNF",135,15.87618837,15560
"15561",2045,"DPNF",135,19.2616454,15561
"15562",2046,"DPNF",135,11.99596376,15562
"15563",2047,"DPNF",135,17.9360645,15563
"15564",2048,"DPNF",135,17.96182331,15564
"15565",2049,"DPNF",135,11.4936941,15565
"15566",2050,"DPNF",135,11.21575165,15566
"15567",2051,"DPNF",135,17.02034622,15567
"15568",2052,"DPNF",135,14.45490565,15568
"15569",2053,"DPNF",135,13.34895987,15569
"15570",2054,"DPNF",135,16.56454953,15570
"15571",2055,"DPNF",135,10.32558869,15571
"15572",2056,"DPNF",135,16.29484363,15572
"15573",2057,"DPNF",135,13.11033524,15573
"15574",2058,"DPNF",135,15.88975727,15574
"15575",2059,"DPNF",135,15.14475971,15575
"15576",2060,"DPNF",135,11.4409775,15576
"15577",2017,"DPNF",136,10.97952428,15577
"15578",2018,"DPNF",136,11.12651639,15578
"15579",2019,"DPNF",136,13.13416489,15579
"15580",2020,"DPNF",136,15.76408063,15580
"15581",2021,"DPNF",136,9.345869901,15581
"15582",2022,"DPNF",136,12.81980311,15582
"15583",2023,"DPNF",136,16.46563878,15583
"15584",2024,"DPNF",136,13.35210381,15584
"15585",2025,"DPNF",136,12.22470865,15585
"15586",2026,"DPNF",136,17.86215952,15586
"15587",2027,"DPNF",136,17.62969076,15587
"15588",2028,"DPNF",136,14.82240074,15588
"15589",2029,"DPNF",136,15.55912021,15589
"15590",2030,"DPNF",136,12.79993334,15590
"15591",2031,"DPNF",136,13.85888613,15591
"15592",2032,"DPNF",136,14.62677897,15592
"15593",2033,"DPNF",136,16.01302273,15593
"15594",2034,"DPNF",136,14.72919902,15594
"15595",2035,"DPNF",136,9.454526515,15595
"15596",2036,"DPNF",136,19.09321153,15596
"15597",2037,"DPNF",136,16.60819838,15597
"15598",2038,"DPNF",136,14.88272163,15598
"15599",2039,"DPNF",136,8.399586804,15599
"15600",2040,"DPNF",136,13.48480925,15600
"15601",2041,"DPNF",136,20.9805302,15601
"15602",2042,"DPNF",136,18.16942319,15602
"15603",2043,"DPNF",136,15.87618837,15603
"15604",2044,"DPNF",136,19.2616454,15604
"15605",2045,"DPNF",136,11.99596376,15605
"15606",2046,"DPNF",136,17.9360645,15606
"15607",2047,"DPNF",136,17.96182331,15607
"15608",2048,"DPNF",136,11.4936941,15608
"15609",2049,"DPNF",136,11.21575165,15609
"15610",2050,"DPNF",136,17.02034622,15610
"15611",2051,"DPNF",136,14.45490565,15611
"15612",2052,"DPNF",136,13.34895987,15612
"15613",2053,"DPNF",136,16.56454953,15613
"15614",2054,"DPNF",136,10.32558869,15614
"15615",2055,"DPNF",136,16.29484363,15615
"15616",2056,"DPNF",136,13.11033524,15616
"15617",2057,"DPNF",136,15.88975727,15617
"15618",2058,"DPNF",136,15.14475971,15618
"15619",2059,"DPNF",136,11.4409775,15619
"15620",2060,"DPNF",136,17.15878242,15620
"15621",2017,"DPNF",137,11.12651639,15621
"15622",2018,"DPNF",137,13.13416489,15622
"15623",2019,"DPNF",137,15.76408063,15623
"15624",2020,"DPNF",137,9.345869901,15624
"15625",2021,"DPNF",137,12.81980311,15625
"15626",2022,"DPNF",137,16.46563878,15626
"15627",2023,"DPNF",137,13.35210381,15627
"15628",2024,"DPNF",137,12.22470865,15628
"15629",2025,"DPNF",137,17.86215952,15629
"15630",2026,"DPNF",137,17.62969076,15630
"15631",2027,"DPNF",137,14.82240074,15631
"15632",2028,"DPNF",137,15.55912021,15632
"15633",2029,"DPNF",137,12.79993334,15633
"15634",2030,"DPNF",137,13.85888613,15634
"15635",2031,"DPNF",137,14.62677897,15635
"15636",2032,"DPNF",137,16.01302273,15636
"15637",2033,"DPNF",137,14.72919902,15637
"15638",2034,"DPNF",137,9.454526515,15638
"15639",2035,"DPNF",137,19.09321153,15639
"15640",2036,"DPNF",137,16.60819838,15640
"15641",2037,"DPNF",137,14.88272163,15641
"15642",2038,"DPNF",137,8.399586804,15642
"15643",2039,"DPNF",137,13.48480925,15643
"15644",2040,"DPNF",137,20.9805302,15644
"15645",2041,"DPNF",137,18.16942319,15645
"15646",2042,"DPNF",137,15.87618837,15646
"15647",2043,"DPNF",137,19.2616454,15647
"15648",2044,"DPNF",137,11.99596376,15648
"15649",2045,"DPNF",137,17.9360645,15649
"15650",2046,"DPNF",137,17.96182331,15650
"15651",2047,"DPNF",137,11.4936941,15651
"15652",2048,"DPNF",137,11.21575165,15652
"15653",2049,"DPNF",137,17.02034622,15653
"15654",2050,"DPNF",137,14.45490565,15654
"15655",2051,"DPNF",137,13.34895987,15655
"15656",2052,"DPNF",137,16.56454953,15656
"15657",2053,"DPNF",137,10.32558869,15657
"15658",2054,"DPNF",137,16.29484363,15658
"15659",2055,"DPNF",137,13.11033524,15659
"15660",2056,"DPNF",137,15.88975727,15660
"15661",2057,"DPNF",137,15.14475971,15661
"15662",2058,"DPNF",137,11.4409775,15662
"15663",2059,"DPNF",137,17.15878242,15663
"15664",2060,"DPNF",137,21.33237152,15664
"15665",2017,"DPNF",138,13.13416489,15665
"15666",2018,"DPNF",138,15.76408063,15666
"15667",2019,"DPNF",138,9.345869901,15667
"15668",2020,"DPNF",138,12.81980311,15668
"15669",2021,"DPNF",138,16.46563878,15669
"15670",2022,"DPNF",138,13.35210381,15670
"15671",2023,"DPNF",138,12.22470865,15671
"15672",2024,"DPNF",138,17.86215952,15672
"15673",2025,"DPNF",138,17.62969076,15673
"15674",2026,"DPNF",138,14.82240074,15674
"15675",2027,"DPNF",138,15.55912021,15675
"15676",2028,"DPNF",138,12.79993334,15676
"15677",2029,"DPNF",138,13.85888613,15677
"15678",2030,"DPNF",138,14.62677897,15678
"15679",2031,"DPNF",138,16.01302273,15679
"15680",2032,"DPNF",138,14.72919902,15680
"15681",2033,"DPNF",138,9.454526515,15681
"15682",2034,"DPNF",138,19.09321153,15682
"15683",2035,"DPNF",138,16.60819838,15683
"15684",2036,"DPNF",138,14.88272163,15684
"15685",2037,"DPNF",138,8.399586804,15685
"15686",2038,"DPNF",138,13.48480925,15686
"15687",2039,"DPNF",138,20.9805302,15687
"15688",2040,"DPNF",138,18.16942319,15688
"15689",2041,"DPNF",138,15.87618837,15689
"15690",2042,"DPNF",138,19.2616454,15690
"15691",2043,"DPNF",138,11.99596376,15691
"15692",2044,"DPNF",138,17.9360645,15692
"15693",2045,"DPNF",138,17.96182331,15693
"15694",2046,"DPNF",138,11.4936941,15694
"15695",2047,"DPNF",138,11.21575165,15695
"15696",2048,"DPNF",138,17.02034622,15696
"15697",2049,"DPNF",138,14.45490565,15697
"15698",2050,"DPNF",138,13.34895987,15698
"15699",2051,"DPNF",138,16.56454953,15699
"15700",2052,"DPNF",138,10.32558869,15700
"15701",2053,"DPNF",138,16.29484363,15701
"15702",2054,"DPNF",138,13.11033524,15702
"15703",2055,"DPNF",138,15.88975727,15703
"15704",2056,"DPNF",138,15.14475971,15704
"15705",2057,"DPNF",138,11.4409775,15705
"15706",2058,"DPNF",138,17.15878242,15706
"15707",2059,"DPNF",138,21.33237152,15707
"15708",2060,"DPNF",138,17.2730228,15708
"15709",2017,"DPNF",139,15.76408063,15709
"15710",2018,"DPNF",139,9.345869901,15710
"15711",2019,"DPNF",139,12.81980311,15711
"15712",2020,"DPNF",139,16.46563878,15712
"15713",2021,"DPNF",139,13.35210381,15713
"15714",2022,"DPNF",139,12.22470865,15714
"15715",2023,"DPNF",139,17.86215952,15715
"15716",2024,"DPNF",139,17.62969076,15716
"15717",2025,"DPNF",139,14.82240074,15717
"15718",2026,"DPNF",139,15.55912021,15718
"15719",2027,"DPNF",139,12.79993334,15719
"15720",2028,"DPNF",139,13.85888613,15720
"15721",2029,"DPNF",139,14.62677897,15721
"15722",2030,"DPNF",139,16.01302273,15722
"15723",2031,"DPNF",139,14.72919902,15723
"15724",2032,"DPNF",139,9.454526515,15724
"15725",2033,"DPNF",139,19.09321153,15725
"15726",2034,"DPNF",139,16.60819838,15726
"15727",2035,"DPNF",139,14.88272163,15727
"15728",2036,"DPNF",139,8.399586804,15728
"15729",2037,"DPNF",139,13.48480925,15729
"15730",2038,"DPNF",139,20.9805302,15730
"15731",2039,"DPNF",139,18.16942319,15731
"15732",2040,"DPNF",139,15.87618837,15732
"15733",2041,"DPNF",139,19.2616454,15733
"15734",2042,"DPNF",139,11.99596376,15734
"15735",2043,"DPNF",139,17.9360645,15735
"15736",2044,"DPNF",139,17.96182331,15736
"15737",2045,"DPNF",139,11.4936941,15737
"15738",2046,"DPNF",139,11.21575165,15738
"15739",2047,"DPNF",139,17.02034622,15739
"15740",2048,"DPNF",139,14.45490565,15740
"15741",2049,"DPNF",139,13.34895987,15741
"15742",2050,"DPNF",139,16.56454953,15742
"15743",2051,"DPNF",139,10.32558869,15743
"15744",2052,"DPNF",139,16.29484363,15744
"15745",2053,"DPNF",139,13.11033524,15745
"15746",2054,"DPNF",139,15.88975727,15746
"15747",2055,"DPNF",139,15.14475971,15747
"15748",2056,"DPNF",139,11.4409775,15748
"15749",2057,"DPNF",139,17.15878242,15749
"15750",2058,"DPNF",139,21.33237152,15750
"15751",2059,"DPNF",139,17.2730228,15751
"15752",2060,"DPNF",139,15.58873266,15752
"15753",2017,"DPNF",140,9.345869901,15753
"15754",2018,"DPNF",140,12.81980311,15754
"15755",2019,"DPNF",140,16.46563878,15755
"15756",2020,"DPNF",140,13.35210381,15756
"15757",2021,"DPNF",140,12.22470865,15757
"15758",2022,"DPNF",140,17.86215952,15758
"15759",2023,"DPNF",140,17.62969076,15759
"15760",2024,"DPNF",140,14.82240074,15760
"15761",2025,"DPNF",140,15.55912021,15761
"15762",2026,"DPNF",140,12.79993334,15762
"15763",2027,"DPNF",140,13.85888613,15763
"15764",2028,"DPNF",140,14.62677897,15764
"15765",2029,"DPNF",140,16.01302273,15765
"15766",2030,"DPNF",140,14.72919902,15766
"15767",2031,"DPNF",140,9.454526515,15767
"15768",2032,"DPNF",140,19.09321153,15768
"15769",2033,"DPNF",140,16.60819838,15769
"15770",2034,"DPNF",140,14.88272163,15770
"15771",2035,"DPNF",140,8.399586804,15771
"15772",2036,"DPNF",140,13.48480925,15772
"15773",2037,"DPNF",140,20.9805302,15773
"15774",2038,"DPNF",140,18.16942319,15774
"15775",2039,"DPNF",140,15.87618837,15775
"15776",2040,"DPNF",140,19.2616454,15776
"15777",2041,"DPNF",140,11.99596376,15777
"15778",2042,"DPNF",140,17.9360645,15778
"15779",2043,"DPNF",140,17.96182331,15779
"15780",2044,"DPNF",140,11.4936941,15780
"15781",2045,"DPNF",140,11.21575165,15781
"15782",2046,"DPNF",140,17.02034622,15782
"15783",2047,"DPNF",140,14.45490565,15783
"15784",2048,"DPNF",140,13.34895987,15784
"15785",2049,"DPNF",140,16.56454953,15785
"15786",2050,"DPNF",140,10.32558869,15786
"15787",2051,"DPNF",140,16.29484363,15787
"15788",2052,"DPNF",140,13.11033524,15788
"15789",2053,"DPNF",140,15.88975727,15789
"15790",2054,"DPNF",140,15.14475971,15790
"15791",2055,"DPNF",140,11.4409775,15791
"15792",2056,"DPNF",140,17.15878242,15792
"15793",2057,"DPNF",140,21.33237152,15793
"15794",2058,"DPNF",140,17.2730228,15794
"15795",2059,"DPNF",140,15.58873266,15795
"15796",2060,"DPNF",140,12.35037998,15796
"15797",2017,"DPNF",141,12.81980311,15797
"15798",2018,"DPNF",141,16.46563878,15798
"15799",2019,"DPNF",141,13.35210381,15799
"15800",2020,"DPNF",141,12.22470865,15800
"15801",2021,"DPNF",141,17.86215952,15801
"15802",2022,"DPNF",141,17.62969076,15802
"15803",2023,"DPNF",141,14.82240074,15803
"15804",2024,"DPNF",141,15.55912021,15804
"15805",2025,"DPNF",141,12.79993334,15805
"15806",2026,"DPNF",141,13.85888613,15806
"15807",2027,"DPNF",141,14.62677897,15807
"15808",2028,"DPNF",141,16.01302273,15808
"15809",2029,"DPNF",141,14.72919902,15809
"15810",2030,"DPNF",141,9.454526515,15810
"15811",2031,"DPNF",141,19.09321153,15811
"15812",2032,"DPNF",141,16.60819838,15812
"15813",2033,"DPNF",141,14.88272163,15813
"15814",2034,"DPNF",141,8.399586804,15814
"15815",2035,"DPNF",141,13.48480925,15815
"15816",2036,"DPNF",141,20.9805302,15816
"15817",2037,"DPNF",141,18.16942319,15817
"15818",2038,"DPNF",141,15.87618837,15818
"15819",2039,"DPNF",141,19.2616454,15819
"15820",2040,"DPNF",141,11.99596376,15820
"15821",2041,"DPNF",141,17.9360645,15821
"15822",2042,"DPNF",141,17.96182331,15822
"15823",2043,"DPNF",141,11.4936941,15823
"15824",2044,"DPNF",141,11.21575165,15824
"15825",2045,"DPNF",141,17.02034622,15825
"15826",2046,"DPNF",141,14.45490565,15826
"15827",2047,"DPNF",141,13.34895987,15827
"15828",2048,"DPNF",141,16.56454953,15828
"15829",2049,"DPNF",141,10.32558869,15829
"15830",2050,"DPNF",141,16.29484363,15830
"15831",2051,"DPNF",141,13.11033524,15831
"15832",2052,"DPNF",141,15.88975727,15832
"15833",2053,"DPNF",141,15.14475971,15833
"15834",2054,"DPNF",141,11.4409775,15834
"15835",2055,"DPNF",141,17.15878242,15835
"15836",2056,"DPNF",141,21.33237152,15836
"15837",2057,"DPNF",141,17.2730228,15837
"15838",2058,"DPNF",141,15.58873266,15838
"15839",2059,"DPNF",141,12.35037998,15839
"15840",2060,"DPNF",141,15.98864117,15840
"15841",2017,"DPNF",142,16.46563878,15841
"15842",2018,"DPNF",142,13.35210381,15842
"15843",2019,"DPNF",142,12.22470865,15843
"15844",2020,"DPNF",142,17.86215952,15844
"15845",2021,"DPNF",142,17.62969076,15845
"15846",2022,"DPNF",142,14.82240074,15846
"15847",2023,"DPNF",142,15.55912021,15847
"15848",2024,"DPNF",142,12.79993334,15848
"15849",2025,"DPNF",142,13.85888613,15849
"15850",2026,"DPNF",142,14.62677897,15850
"15851",2027,"DPNF",142,16.01302273,15851
"15852",2028,"DPNF",142,14.72919902,15852
"15853",2029,"DPNF",142,9.454526515,15853
"15854",2030,"DPNF",142,19.09321153,15854
"15855",2031,"DPNF",142,16.60819838,15855
"15856",2032,"DPNF",142,14.88272163,15856
"15857",2033,"DPNF",142,8.399586804,15857
"15858",2034,"DPNF",142,13.48480925,15858
"15859",2035,"DPNF",142,20.9805302,15859
"15860",2036,"DPNF",142,18.16942319,15860
"15861",2037,"DPNF",142,15.87618837,15861
"15862",2038,"DPNF",142,19.2616454,15862
"15863",2039,"DPNF",142,11.99596376,15863
"15864",2040,"DPNF",142,17.9360645,15864
"15865",2041,"DPNF",142,17.96182331,15865
"15866",2042,"DPNF",142,11.4936941,15866
"15867",2043,"DPNF",142,11.21575165,15867
"15868",2044,"DPNF",142,17.02034622,15868
"15869",2045,"DPNF",142,14.45490565,15869
"15870",2046,"DPNF",142,13.34895987,15870
"15871",2047,"DPNF",142,16.56454953,15871
"15872",2048,"DPNF",142,10.32558869,15872
"15873",2049,"DPNF",142,16.29484363,15873
"15874",2050,"DPNF",142,13.11033524,15874
"15875",2051,"DPNF",142,15.88975727,15875
"15876",2052,"DPNF",142,15.14475971,15876
"15877",2053,"DPNF",142,11.4409775,15877
"15878",2054,"DPNF",142,17.15878242,15878
"15879",2055,"DPNF",142,21.33237152,15879
"15880",2056,"DPNF",142,17.2730228,15880
"15881",2057,"DPNF",142,15.58873266,15881
"15882",2058,"DPNF",142,12.35037998,15882
"15883",2059,"DPNF",142,15.98864117,15883
"15884",2060,"DPNF",142,14.51781698,15884
"15885",2017,"DPNF",143,13.35210381,15885
"15886",2018,"DPNF",143,12.22470865,15886
